Site,Sample_point,Date,Time,Sonobat_filtered_tolerant,Sonobat_filtered_medium_yettorun,com_pip_passes,com_pip_fb,sop_pip_passes,sop_pip_fb,nat_pip_passes,noid_pip_passes,noid_pip_fb,nls_passes,myotis_passes,unknown_passes,unknown_fb,social_calls,Comments,Pippip,Pippyg,Myonat,Nycnoc,Nyclas,NoID,Nyclei,Pleaus,Pleaur,Eptser,Pipnat,Myotis,Barbar
Barnes,B221,03/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:06:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,0.596279,,,,,,,,,,,
Barnes,B221,03/05/2023,04:12:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:24:00,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,0.859384,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:30:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.747398,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:36:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0.542746,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,04:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B221,03/05/2023,05:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,05:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,0.140073,,,0.287888,,,,,,
Barnes,B221,03/05/2023,05:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B221,03/05/2023,06:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,19:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B222,02/05/2023,20:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,20:48:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,0.850886,,,,,,,,,,,
Barnes,B222,02/05/2023,20:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B222,02/05/2023,21:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,0.001,,,,,,,
Barnes,B222,02/05/2023,21:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:18:00,1,1,1,0,0,0,0,0,0,0,1,0,0,0,FM 60-30,0.994215,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:30:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,distant,,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:42:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,FM65-35; likely daub,,,,,,,,,,,,0.489897,
Barnes,B222,02/05/2023,21:48:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,FM60-35,,,,,,,,,,,,,
Barnes,B222,02/05/2023,21:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:12:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"distant, heavily attenuated",,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:30:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:42:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,0.300144,,,,,,,,,,,
Barnes,B222,02/05/2023,22:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,22:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:18:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,distant,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,02/05/2023,23:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,00:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,02:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,03:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:30:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,04:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B222,03/05/2023,04:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,0.001,,,,,,,
Barnes,B222,03/05/2023,04:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,0.001,,,,,,,
Barnes,B222,03/05/2023,04:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.001,0.318223,,,,,,
Barnes,B222,03/05/2023,05:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,0.001,,,,,,,
Barnes,B222,03/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B222,03/05/2023,05:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,05:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,05:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,05:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,05:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B222,03/05/2023,05:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,0.001,,,,,,,
Barnes,B222,03/05/2023,05:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B222,03/05/2023,06:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,19:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,0.546152,,0.001,0.397845,,,,,,
Barnes,B223,02/05/2023,20:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B223,02/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,20:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,0.788369,,,,,,,,,
Barnes,B223,02/05/2023,20:54:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,0.001,,,,,,,
Barnes,B223,02/05/2023,21:00:00,1,1,0,0,3,0,0,0,0,0,0,0,0,0,,,0.857159,,,,,,,,,,,
Barnes,B223,02/05/2023,21:06:00,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,0.78547,,,,,,,,,,,
Barnes,B223,02/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,21:18:00,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,0.931568,,,,,,,,,,,
Barnes,B223,02/05/2023,21:24:00,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,21:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.836273,,
Barnes,B223,02/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.670555,,,,,,,,,
Barnes,B223,02/05/2023,23:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,02/05/2023,23:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,not nycnoc! Prob brown rat,,,,0.7951,,,,,,,,,
Barnes,B223,03/05/2023,01:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,02:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:18:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:24:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,0.973474,,,,,,,,,,,
Barnes,B223,03/05/2023,03:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:42:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,03:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:18:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,v distant,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:24:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:36:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B223,03/05/2023,04:42:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:48:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Barnes,B223,03/05/2023,04:54:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
Barnes,B223,03/05/2023,05:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.572001,,,,,,,,,,
